entity1,entity2,trigger_word,relation_type,sentences
pneumonia,klebsiellapneumoniae pneumoniae,cause,Cause-Effect,"ten critically ill patients with either bacteremia or ventilator associated pneumonia caused by carbapenem resistant acinetobacter baumannii , stenotrophomonas maltophilia , or new delhi metallo lactamase producing klebsiella pneumoniae received cefiderocol . "
pneumonia,klebsiellapneumoniae pneumoniae,produce,Product-Producer,"ten critically ill patients with either bacteremia or ventilator associated pneumonia caused by carbapenem resistant acinetobacter baumannii , stenotrophomonas maltophilia , or new delhi metallo lactamase producing klebsiella pneumoniae received cefiderocol . "
shigellosis,shigellaflexneri flexneri,decrease,Cause-Effect,broadly inhibiting fucosylation in epithelial cells in vitro decreased invasion by shigella flexneri . 
escherichiacoli coli,diarrhea,cause,Cause-Effect,background the role of enteropathogenic escherichia coli epec as a cause of diarrhea in cancer and immunocompromised patients is controversial . 
escherichiacoli coli,cancer,cause,Cause-Effect,background the role of enteropathogenic escherichia coli epec as a cause of diarrhea in cancer and immunocompromised patients is controversial . 
escherichiacoli coli,immunocompromised,cause,Cause-Effect,background the role of enteropathogenic escherichia coli epec as a cause of diarrhea in cancer and immunocompromised patients is controversial . 
bitefever fever,streptobacillusmoniliformis moniliformis,cause,Cause-Effect,rat bite fever rbf is predominantly caused by streptobacillus moniliformis . 
shigella,diarrhea,decrease,Cause-Effect,"infection with shigella with decreased susceptibility to azithromycin was significantly associated with persistence of diarrhea at day 5 31 vs 12 relative risk rr , 2 . "
brucellosis,brucella,cause,Cause-Effect,"we report the first case of brucellosis caused by an isolate whose genome is identical that of a frog isolate from texas , demonstrating the zoonotic potential of amphibian type brucella . "
endocarditis,staphylococcusaureus aureus,result,Cause-Effect,"results we enrolled 180 patients with pve due to staphylococcus aureus n 114 , 63 . "
escherichiacoli coli,urinarytract tractinfections infections,cause,Cause-Effect,"objectives we performed a one health surveillance in hanoi a region with a high density human population and livestock production , and a recognized hotspot of animal associated antimicrobial resistance amr to study the contribution of blactx m carrying escherichia coli and plasmids from food animal sources in causing human community acquired urinary tract infections ca utis . "
klebsiellaoxytoca oxytoca,haemorrhagiccolitis colitisaahc aahc,cause,Cause-Effect,objective toxin producing klebsiella oxytoca causes antibiotic associated haemorrhagic colitis aahc . 
cholera,vibriocholerae cholerae,cause,Cause-Effect,background cholera is an acute diarrheal disease caused by vibrio cholerae o1 or o139 . 
acutediarrheal diarrhealdisease disease,vibriocholerae cholerae,cause,Cause-Effect,background cholera is an acute diarrheal disease caused by vibrio cholerae o1 or o139 . 
coxiellaburnetii burnetii,chronicq qfever fever,relate,0,discussion coxiella burnetii serology does not reliably predict disease related events or therapy failure during treatment and follow up of chronic q fever . 
mycoplasmapneumoniae pneumoniae,725,cause,Cause-Effect,objectives mycoplasma pneumoniae is currently the most commonly detected bacterial cause of childhood community acquired pneumonia in several countries . 
mycoplasmapneumoniae pneumoniae,pneumonia,cause,Cause-Effect,objectives mycoplasma pneumoniae is currently the most commonly detected bacterial cause of childhood community acquired pneumonia in several countries . 
mycobacteriumavium avium,chronicpulmonary pulmonarydisease disease,cause,Cause-Effect,objectives mycobacterium avium complex mac bacteria can cause chronic pulmonary disease pd . 
clostridioidesdifficile difficile,diarrhoea,lead,Cause-Effect,"background clostridioides difficile infection cdi remains the leading cause of healthcare associated diarrhoea , despite existing guidelines for infection control measures and antimicrobial stewardship . "
clostridioidesdifficile difficile,diarrhoea,cause,Cause-Effect,"background clostridioides difficile infection cdi remains the leading cause of healthcare associated diarrhoea , despite existing guidelines for infection control measures and antimicrobial stewardship . "
invasivelisteriosis listeriosis,listeria,cause,Cause-Effect,objectives invasive listeriosis is a severe foodborne infection caused by listeria l . 
severefoodborne foodborneinfection infection,listeria,cause,Cause-Effect,objectives invasive listeriosis is a severe foodborne infection caused by listeria l . 
klebsiellapneumoniae pneumoniae,hcw,lead,Cause-Effect,objective to investigate the hypothesis that intestinal colonization by different types of carbapenemase resistant klebsiella pneumoniae cr kp leads to different risks for bloodstream infections bsi caused by the same colonizing organism . 
klebsiellapneumoniae pneumoniae,hcw,cause,Cause-Effect,objective to investigate the hypothesis that intestinal colonization by different types of carbapenemase resistant klebsiella pneumoniae cr kp leads to different risks for bloodstream infections bsi caused by the same colonizing organism . 
lymphogranulomavenereum venereumlgv lgv,chlamydiatrachomatis trachomatis,cause,Cause-Effect,objectives lymphogranuloma venereum lgv is a sexually transmitted infection sti caused by chlamydia trachomatis ct genovars l . 
softtissue tissueinfections infections,staphylococcusaureus aureus,cause,Cause-Effect,"first , trained immunity enhances local host defense against soft tissue infections , including those caused by staphylococcus aureus , the most common cause of ssis . "
staphylococcusaureus aureus,ssis,cause,Cause-Effect,"first , trained immunity enhances local host defense against soft tissue infections , including those caused by staphylococcus aureus , the most common cause of ssis . "
haemophilusinfluenzae influenzae,bacterialmeningitis meningitis,cause,Cause-Effect,haemophilus influenzae serotype b hib was previously the most common cause of bacterial meningitis and an important etiologic agent of pneumonia in children aged 5 years . 
haemophilusinfluenzae influenzae,pneumonia,cause,Cause-Effect,haemophilus influenzae serotype b hib was previously the most common cause of bacterial meningitis and an important etiologic agent of pneumonia in children aged 5 years . 
highcolonic colonicmethane methane,lactobacillus,contain,Component-Whole,"conclusion our integrated data analysis results argue that there are two types of patients , those with high colonic methane and scfa production , who will respond well on a low fodmap diet , and all others , who would benefit a dietary supplementation containing butyrate and propionate , as well as probiotics with scfa producing bacteria , such as lactobacillus . "
highcolonic colonicmethane methane,lactobacillus,produce,Product-Producer,"conclusion our integrated data analysis results argue that there are two types of patients , those with high colonic methane and scfa production , who will respond well on a low fodmap diet , and all others , who would benefit a dietary supplementation containing butyrate and propionate , as well as probiotics with scfa producing bacteria , such as lactobacillus . "
propionibacterium,cutaneouscutibacterium cutibacteriumspp spp,facilitate,Cause-Effect,"in 2016 , the introduction of two new genera based on genotypic data facilitated a clear separation of cutaneous cutibacterium spp . "
bacilluscereus cereus,foodbornediseases diseases,lead,Cause-Effect,bacillus cereus is one of the leading etiological agents of toxin induced foodborne diseases . 
bacilluscereus cereus,foodbornediseases diseases,induce,Cause-Effect,bacillus cereus is one of the leading etiological agents of toxin induced foodborne diseases . 
salmonellosis,salmonella,aim,Entity-Destination,"the aim of the current study is to critically evaluate the current status of knowledge on salmonella in eggs from a consumer's perspective , analyzing the hazard occurrence and the good practices that should be applied to reduce salmonellosis risk . "
staphylococcusaureus aureus,skininfections infections,cause,Cause-Effect,methicillin resistant staphylococcus aureus mrsa causing serious hospital acquired infections and skin infections has become a superbug in clinical treatment . 
